model_key	model_label	model_id	run_id	worker_pod	lane	label	parent	relationship	source	confidence	start_s_after_container	end_s_after_container	duration_s	start_iso	end_iso
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	31.204	32.045	0.841	2026-05-01T00:33:59.204Z	2026-05-01T00:34:00.045Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	32.045	35.060	3.015	2026-05-01T00:34:00.045Z	2026-05-01T00:34:03.060Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_parent	Model load total		parent	worker.load_model	instrumented	35.060	40.410	5.350	2026-05-01T00:34:03.060Z	2026-05-01T00:34:08.410Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	40.410	67.440	27.030	2026-05-01T00:34:08.409Z	2026-05-01T00:34:35.440Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	40.410	63.484	23.074	2026-05-01T00:34:08.410Z	2026-05-01T00:34:31.484Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	40.536	62.600	22.064	2026-05-01T00:34:08.535Z	2026-05-01T00:34:30.600Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	40.539	61.649	21.110	2026-05-01T00:34:08.539Z	2026-05-01T00:34:29.649Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	61.654	62.294	0.640	2026-05-01T00:34:29.654Z	2026-05-01T00:34:30.294Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	62.600	63.310	0.710	2026-05-01T00:34:30.599Z	2026-05-01T00:34:31.310Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	40.534	63.484	22.950	2026-05-01T00:34:08.534Z	2026-05-01T00:34:31.484Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	63.485	67.440	3.955	2026-05-01T00:34:31.485Z	2026-05-01T00:34:35.440Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	63.485	63.511	0.026	2026-05-01T00:34:31.485Z	2026-05-01T00:34:31.511Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	63.486	63.486	0.000	2026-05-01T00:34:31.485Z	2026-05-01T00:34:31.486Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	63.486	63.511	0.025	2026-05-01T00:34:31.485Z	2026-05-01T00:34:31.511Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	63.512	67.440	3.928	2026-05-01T00:34:31.511Z	2026-05-01T00:34:35.440Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	63.511	63.511	0.000	2026-05-01T00:34:31.510Z	2026-05-01T00:34:31.511Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	63.512	63.743	0.231	2026-05-01T00:34:31.511Z	2026-05-01T00:34:31.743Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	63.744	67.423	3.679	2026-05-01T00:34:31.743Z	2026-05-01T00:34:35.423Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	67.423	67.439	0.016	2026-05-01T00:34:35.423Z	2026-05-01T00:34:35.439Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	67.440	68.118	0.678	2026-05-01T00:34:35.440Z	2026-05-01T00:34:36.118Z
qwen3-14b	Qwen3 14B	Qwen/Qwen3-14B	cold-qwen3-14b-0501003244	cold-qwen3-14b-0501003244-worker-53e6e20c-77cd7b7bf-bjtxm	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	68.127	72.967	4.840	2026-05-01T00:34:36.127Z	2026-05-01T00:34:40.967Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	Container start -> first Python/vLLM log		additive	k8s.container.startedAt + worker log	coarse-start	0.000	5.687	5.687	2026-05-01T00:35:35.000Z	2026-05-01T00:35:40.687Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	Main-process vLLM platform detection		additive	vllm.platforms	measured	5.687	5.750	0.063	2026-05-01T00:35:40.687Z	2026-05-01T00:35:40.750Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	Python import / Dynamo module load gap		additive	log gap before dynamo.nixl_connect	inferred-gap	5.750	14.728	8.978	2026-05-01T00:35:40.750Z	2026-05-01T00:35:49.728Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	Dynamo CLI/config parse to offline model path		additive	arg_utils.__post_init__	inferred-gap	14.728	15.406	0.678	2026-05-01T00:35:49.728Z	2026-05-01T00:35:50.406Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	HF cache local path check		additive	dynamo_llm::hub	measured-but-not-blog-critical	15.406	15.728	0.322	2026-05-01T00:35:50.406Z	2026-05-01T00:35:50.728Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	Runtime/discovery/status-server bootstrap		additive	Dynamo runtime logs	measured	15.728	15.742	0.014	2026-05-01T00:35:50.728Z	2026-05-01T00:35:50.742Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	vLLM model-class inspection		additive	registry.inspect_model_cls	measured	15.759	25.887	10.128	2026-05-01T00:35:50.759Z	2026-05-01T00:36:00.887Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	25.887	31.835	5.948	2026-05-01T00:36:00.887Z	2026-05-01T00:36:06.835Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	31.835	32.669	0.834	2026-05-01T00:36:06.835Z	2026-05-01T00:36:07.669Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	32.669	35.641	2.972	2026-05-01T00:36:07.669Z	2026-05-01T00:36:10.641Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_parent	Model load total		parent	worker.load_model	instrumented	35.641	49.046	13.405	2026-05-01T00:36:10.641Z	2026-05-01T00:36:24.046Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	49.046	85.542	36.496	2026-05-01T00:36:24.046Z	2026-05-01T00:37:00.542Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	49.047	79.228	30.181	2026-05-01T00:36:24.047Z	2026-05-01T00:36:54.228Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	49.173	78.143	28.970	2026-05-01T00:36:24.173Z	2026-05-01T00:36:53.143Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	49.183	76.903	27.720	2026-05-01T00:36:24.183Z	2026-05-01T00:36:51.903Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	76.904	77.774	0.870	2026-05-01T00:36:51.904Z	2026-05-01T00:36:52.774Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	78.143	79.020	0.877	2026-05-01T00:36:53.143Z	2026-05-01T00:36:54.020Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	49.177	79.227	30.050	2026-05-01T00:36:24.177Z	2026-05-01T00:36:54.227Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	79.229	85.542	6.313	2026-05-01T00:36:54.229Z	2026-05-01T00:37:00.542Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	79.230	79.253	0.023	2026-05-01T00:36:54.229Z	2026-05-01T00:36:54.253Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	79.229	79.229	0.000	2026-05-01T00:36:54.228Z	2026-05-01T00:36:54.229Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	79.230	79.253	0.023	2026-05-01T00:36:54.229Z	2026-05-01T00:36:54.253Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	79.254	85.542	6.288	2026-05-01T00:36:54.253Z	2026-05-01T00:37:00.542Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	79.253	79.253	0.000	2026-05-01T00:36:54.252Z	2026-05-01T00:36:54.253Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	79.254	79.639	0.385	2026-05-01T00:36:54.253Z	2026-05-01T00:36:54.639Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	79.639	85.517	5.878	2026-05-01T00:36:54.638Z	2026-05-01T00:37:00.517Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	85.518	85.541	0.023	2026-05-01T00:37:00.518Z	2026-05-01T00:37:00.541Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	85.542	86.261	0.719	2026-05-01T00:37:00.542Z	2026-05-01T00:37:01.261Z
qwen3-32b	Qwen3 32B	Qwen/Qwen3-32B	cold-qwen3-32b-0501003524	cold-qwen3-32b-0501003524-worker-bdf6fe7b-68469f475b-fcgq6	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	86.309	94.205	7.896	2026-05-01T00:37:01.309Z	2026-05-01T00:37:09.205Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	Container start -> first Python/vLLM log		additive	k8s.container.startedAt + worker log	coarse-start	0.000	5.697	5.697	2026-05-01T00:37:58.000Z	2026-05-01T00:38:03.697Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	Main-process vLLM platform detection		additive	vllm.platforms	measured	5.697	5.799	0.102	2026-05-01T00:38:03.697Z	2026-05-01T00:38:03.799Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	Python import / Dynamo module load gap		additive	log gap before dynamo.nixl_connect	inferred-gap	5.799	14.674	8.875	2026-05-01T00:38:03.799Z	2026-05-01T00:38:12.674Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	Dynamo CLI/config parse to offline model path		additive	arg_utils.__post_init__	inferred-gap	14.674	15.351	0.677	2026-05-01T00:38:12.674Z	2026-05-01T00:38:13.351Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	HF cache local path check		additive	dynamo_llm::hub	measured-but-not-blog-critical	15.351	15.658	0.307	2026-05-01T00:38:13.351Z	2026-05-01T00:38:13.658Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	Runtime/discovery/status-server bootstrap		additive	Dynamo runtime logs	measured	15.658	15.673	0.015	2026-05-01T00:38:13.658Z	2026-05-01T00:38:13.673Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	vLLM model-class inspection		additive	registry.inspect_model_cls	measured	15.687	25.984	10.297	2026-05-01T00:38:13.687Z	2026-05-01T00:38:23.984Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	25.984	31.503	5.519	2026-05-01T00:38:23.984Z	2026-05-01T00:38:29.503Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	31.503	32.342	0.839	2026-05-01T00:38:29.503Z	2026-05-01T00:38:30.342Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	32.342	35.283	2.941	2026-05-01T00:38:30.342Z	2026-05-01T00:38:33.282Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	vllm_parent	Model load total		parent	worker.load_model	instrumented	35.283	36.999	1.716	2026-05-01T00:38:33.282Z	2026-05-01T00:38:34.999Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	37.000	52.830	15.830	2026-05-01T00:38:35.000Z	2026-05-01T00:38:50.830Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	37.000	50.180	13.180	2026-05-01T00:38:35.000Z	2026-05-01T00:38:48.180Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	37.122	49.381	12.259	2026-05-01T00:38:35.122Z	2026-05-01T00:38:47.381Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	37.131	48.841	11.710	2026-05-01T00:38:35.131Z	2026-05-01T00:38:46.841Z
qwen25-05b	Qwen2.5 0.5B	Qwen/Qwen2.5-0.5B-Instruct	cold-qwen25-05b-0501003742	cold-qwen25-05b-0501003742-worker-3298c294-65dcc98cdd-nkn6h	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	48.840	49.080	0.240	2026-05-01T00:38:46.840Z	2026-05-01T00:38:47.080Z
